Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90,Coordinate 91,Coordinate 92,Coordinate 93,Coordinate 94,Coordinate 95,Coordinate 96,Coordinate 97,Coordinate 98,Coordinate 99,Coordinate 100,Coordinate 101,Coordinate 102,Coordinate 103,Coordinate 104,Coordinate 105,Coordinate 106,Coordinate 107,Coordinate 108,Coordinate 109,Coordinate 110,Coordinate 111,Coordinate 112,Coordinate 113,Coordinate 114,Coordinate 115,Coordinate 116,Coordinate 117,Coordinate 118,Coordinate 119,Coordinate 120,Coordinate 121,Coordinate 122,Coordinate 123,Coordinate 124,Coordinate 125,Coordinate 126,Coordinate 127,Coordinate 128
4,388,248,389,248,388,247,389,247,389,247,389,247,389,246,389,246,388,246,388,246,389,246,389,246,389,247,389,245,389,245,389,246,387,247,387,246,388,246,388,246,388,245,388,245,388,244,390,245,389,244,390,244,389,243,389,243,389,242,389,243,390,242,390,242,390,241,390,241,390,241,389,241,388,241,389,241,389,243,389,243,388,243,388,243,388,243,388,243,388,242,388,242,388,241,387,242,387,244,387,244,387,245
61,333,328,334,327,333,327,334,326,333,327,334,327,334,326,333,326,333,326,333,326,333,325,332,325,333,326,332,327,331,327,331,328,331,329,331,329,332,329,331,329,332,329,332,329,333,329,333,332,335,330,334,331,333,330,334,330,335,330,335,331,337,330,336,330,339,330,339,330,338,329,340,330,339,329,339,329,338,330,338,330,337,330,338,330,335,330,335,330,335,330,335,330,335,329,335,329,332,329,333,330,332,328
146,338,334,339,333,338,333,338,333,338,333,338,333,338,332,338,333,338,332,338,333,338,332,337,332,338,333,337,334,335,336,336,336,336,338,335,338,336,338,336,338,336,338,336,337,337,338,338,341,339,339,339,340,338,339,338,339,339,339,339,339,341,339,340,339,342,339,342,339,342,339,343,339,343,338,343,338,342,338,342,338,341,339,341,338,339,339,339,339,339,339,339,339,339,338,339,337,337,337,338,338,337,335
91,345,341,346,340,345,340,345,340,345,341,346,340,346,339,345,340,345,339,345,340,345,339,344,339,345,341,344,342,343,345,343,345,343,347,342,347,343,347,343,347,343,347,343,346,344,347,344,350,346,349,346,349,344,348,345,348,346,347,346,347,348,348,347,349,348,348,348,349,348,349,349,349,348,348,349,347,348,348,348,348,347,349,347,348,345,349,345,349,346,348,346,348,346,347,346,346,344,346,345,346,344,342
181,356,349,357,348,356,348,357,348,357,349,357,348,357,347,357,348,357,347,357,348,357,347,356,347,356,349,356,351,354,354,355,355,354,357,354,357,354,357,354,357,354,357,354,356,355,357,356,360,357,359,357,359,356,359,356,359,357,357,357,357,358,358,358,359,358,359,359,359,358,360,359,360,359,359,359,358,358,358,358,359,358,359,358,359,356,360,356,360,357,358,357,358,356,357,356,356,355,355,356,355,356,351
84,371,354,372,353,371,354,372,354,372,354,372,354,372,353,372,353,372,352,372,353,371,352,371,353,371,355,371,357,369,361,370,361,369,364,369,364,369,363,369,364,369,363,369,363,370,364,371,367,372,365,372,365,371,366,372,366,372,363,372,363,373,365,373,366,373,366,373,366,373,367,374,368,373,366,374,365,373,366,373,366,372,367,372,366,371,367,371,367,372,365,372,365,372,363,371,362,371,362,371,362,371,356
17,388,355,389,355,389,355,389,355,389,356,389,355,390,354,389,354,389,353,389,355,389,354,388,355,389,356,388,358,388,363,388,363,387,365,387,366,388,365,388,365,388,365,388,365,389,366,390,369,391,367,391,366,391,367,391,367,390,365,390,365,392,366,391,368,391,368,392,368,392,369,393,369,392,367,392,367,391,367,391,367,391,368,390,368,389,368,389,369,390,367,390,367,390,365,390,364,389,363,390,363,389,357
314,405,353,406,352,406,353,406,352,407,354,407,352,407,351,407,352,406,351,406,352,406,351,406,352,406,354,406,356,406,360,406,360,405,362,406,363,406,362,406,363,406,362,406,362,407,363,409,366,409,364,409,364,409,364,409,364,408,362,408,362,409,363,409,364,409,365,409,365,410,366,410,366,409,364,409,363,408,364,408,364,408,365,408,364,407,365,407,366,408,364,408,363,408,362,407,361,407,360,408,360,406,354
405,419,346,420,345,420,346,420,346,421,347,420,346,420,345,420,345,420,344,420,345,420,345,420,346,419,347,420,349,420,353,420,353,419,355,420,355,420,355,420,355,420,355,420,354,421,355,423,358,423,356,423,355,423,356,424,356,422,354,422,354,423,355,423,356,422,356,422,356,423,357,423,357,422,355,422,355,422,355,422,356,422,356,421,356,421,357,421,357,422,355,422,355,421,354,421,353,421,352,422,352,420,347
321,430,337,430,337,430,337,430,337,431,338,431,337,430,336,431,336,430,336,431,336,430,336,430,336,429,338,430,339,430,342,430,342,429,344,429,344,430,344,430,344,430,344,429,344,431,344,432,347,432,345,432,345,433,345,433,344,431,343,431,344,432,344,432,345,430,345,431,345,431,345,432,345,431,343,431,343,430,344,430,344,430,344,430,344,430,345,429,345,431,344,431,344,430,343,430,342,431,341,431,341,430,338
375,436,330,436,329,436,330,436,329,437,330,437,329,437,328,437,329,436,328,437,329,436,329,436,329,435,330,436,331,436,333,436,333,435,335,435,335,436,335,436,334,435,335,435,335,436,335,437,337,437,335,438,335,438,335,438,334,437,334,436,334,436,334,436,335,435,335,435,335,435,334,436,334,435,333,435,333,435,334,435,334,435,334,434,334,434,335,434,335,436,334,435,334,435,333,435,333,436,332,437,332,436,330
291,440,324,440,323,440,323,440,322,441,323,441,322,441,322,441,322,440,322,441,322,440,322,440,322,439,323,440,324,440,324,440,324,438,326,439,325,440,325,439,325,439,326,439,326,440,325,440,327,441,325,441,326,442,325,442,325,440,325,440,326,439,325,439,325,438,325,438,326,438,324,439,324,438,323,438,324,438,325,438,325,438,325,437,325,437,326,437,326,439,325,438,325,439,324,438,324,440,323,440,323,440,323
61,333,328,334,327,333,326,334,326,333,327,334,327,334,326,333,326,333,326,333,326,333,325,332,325,333,326,332,327,331,327,331,328,331,329,331,329,331,329,331,329,332,329,332,329,333,329,333,332,335,330,334,331,333,330,334,330,335,330,335,330,337,330,336,330,339,330,339,330,338,329,340,329,339,329,339,329,338,330,338,330,338,330,338,330,335,330,335,330,335,330,335,330,335,329,335,329,332,329,333,330,332,328
185,337,322,338,321,337,321,338,320,338,321,338,321,338,320,338,320,338,320,338,320,338,320,337,319,337,320,337,320,335,320,336,321,336,322,335,321,336,321,336,321,336,321,336,321,337,321,338,324,339,322,338,323,337,321,338,321,339,322,339,323,341,321,340,321,342,321,342,321,342,320,343,320,342,320,343,321,342,321,342,321,341,321,341,321,339,322,339,322,339,322,339,322,339,321,339,321,336,322,337,322,336,322
40,345,317,346,316,346,316,346,316,346,316,346,316,346,315,346,316,346,315,346,315,346,315,345,314,345,315,345,315,344,315,344,315,344,316,344,316,344,315,344,315,344,315,344,315,344,315,345,317,346,316,346,316,345,315,345,315,347,315,347,316,348,314,348,314,349,314,349,314,349,313,350,313,349,313,350,314,349,315,349,315,348,315,348,315,346,315,346,315,346,315,347,315,346,314,346,315,344,316,345,316,344,316
39,355,311,356,310,356,310,356,309,356,310,356,310,356,309,356,309,356,309,356,309,356,309,355,308,356,309,355,309,354,308,354,309,354,310,354,309,354,309,354,308,354,308,354,309,354,308,355,310,356,308,355,309,355,307,355,307,356,308,356,309,358,306,357,306,358,306,358,306,358,305,358,305,358,305,359,306,358,308,358,308,357,307,357,308,356,308,356,308,356,307,356,307,356,307,356,307,354,309,355,309,354,310
37,372,306,373,305,372,305,373,304,373,305,373,305,373,304,373,304,372,304,373,304,373,304,372,303,372,304,372,304,371,303,371,304,370,304,370,304,371,303,371,303,371,303,371,303,371,302,372,303,373,302,373,303,372,301,372,301,373,301,373,302,374,299,374,300,374,299,374,300,374,299,374,298,373,299,374,300,373,302,373,302,373,301,373,302,372,302,372,302,372,301,372,301,372,301,372,301,371,303,371,304,371,304
0,388,307,389,307,389,307,389,306,389,306,389,306,389,306,389,306,389,306,389,306,389,306,388,305,389,306,388,305,388,304,388,305,387,306,387,305,387,305,388,304,387,304,387,305,388,303,390,305,389,303,390,304,389,302,389,302,389,302,389,304,390,300,390,301,390,300,390,301,390,299,390,299,389,299,390,301,389,303,389,303,389,302,389,303,388,303,388,303,389,302,389,302,388,302,388,302,388,305,388,305,388,306
267,404,305,405,304,405,304,405,303,405,304,405,304,405,303,405,303,404,303,405,303,405,303,405,302,404,303,404,303,404,302,404,303,403,303,403,303,404,302,404,302,403,302,403,302,405,301,406,302,406,301,406,301,406,300,406,300,405,300,405,301,406,298,406,298,405,298,406,298,406,297,406,297,405,297,405,298,405,300,405,300,404,300,404,300,404,301,404,300,404,299,404,299,404,299,404,300,404,302,405,302,404,303
269,420,309,421,308,420,308,420,307,421,307,421,307,421,307,421,307,420,307,421,307,420,307,421,306,420,307,420,307,420,306,420,307,419,308,419,307,420,307,420,306,419,306,419,307,421,306,422,307,422,305,422,306,422,304,423,304,421,305,421,306,422,303,422,303,421,303,421,303,421,302,421,301,420,301,420,303,420,305,420,305,420,304,419,305,419,305,419,305,420,304,420,304,420,304,420,304,421,305,421,306,420,307
270,429,314,430,313,430,313,430,313,430,313,430,313,430,312,430,312,430,312,430,312,430,312,430,311,429,312,429,313,429,312,429,313,428,314,428,313,429,313,429,312,428,313,428,313,430,312,430,313,431,312,431,313,431,311,432,311,430,312,430,312,430,310,430,310,429,310,429,310,429,308,429,308,428,308,428,310,428,311,428,311,428,311,428,311,428,312,427,312,429,311,429,311,429,310,428,311,430,311,430,311,430,312
409,436,318,437,317,437,317,437,317,437,317,437,317,437,316,437,316,437,316,437,316,437,316,437,316,436,317,436,317,436,317,436,318,434,319,435,318,436,318,436,318,435,318,435,318,436,318,437,319,437,318,437,318,438,317,438,317,436,318,436,318,436,316,436,317,434,317,435,317,435,315,435,315,434,315,434,316,434,317,434,317,434,317,434,317,434,318,433,318,435,317,435,317,435,316,435,317,437,316,437,316,437,317
291,440,324,440,323,440,323,440,323,441,323,441,322,441,322,441,322,440,322,441,322,440,322,440,321,439,323,440,324,440,324,440,324,439,326,439,325,440,325,439,325,439,326,439,326,440,325,440,327,441,325,441,326,442,325,442,325,440,325,440,326,439,325,439,325,438,325,438,326,438,324,438,324,438,323,438,324,438,325,438,325,438,325,437,325,437,326,437,326,439,325,438,325,438,324,438,324,440,323,441,323,440,323
78,341,326,342,326,341,325,341,325,341,325,342,325,341,324,341,325,341,324,341,325,341,324,340,324,341,325,340,326,339,326,340,327,340,328,339,328,340,327,340,327,340,327,340,327,341,328,342,330,343,329,343,330,342,328,342,328,344,329,343,329,345,328,345,329,347,328,347,328,347,328,348,328,347,327,348,328,347,328,347,328,346,328,346,328,343,329,343,329,343,328,344,328,343,327,343,327,341,328,341,328,340,326
95,348,329,349,329,348,329,348,328,348,329,348,329,348,328,348,328,348,328,348,328,348,328,347,328,348,329,347,330,346,333,347,333,346,334,346,335,347,334,347,334,347,334,347,334,348,334,349,337,350,336,350,336,349,335,349,335,350,335,350,335,352,335,351,336,353,335,353,336,353,336,354,336,354,335,354,334,353,335,353,335,352,335,352,335,350,336,350,336,350,335,350,335,350,334,350,333,348,333,348,333,347,330
